No.,Symbol,Company Name,Sector,Issued Allocation,Remaining Allocation,Entry Price,Entry Time,Exit Price,Exit Time,Profit & Loss,Returns,Freeze Price,ISIN-Exchange-Series,Rationale
33,TCS,TATA CONSULTANCY SERV LT-TCS EQ,IT - SOFTWARE,24.98,25,"3,210.10",03-Dec-25,"3,246.00",04-Dec-25,35.9,1.12,0,INE467B01029-NSE-EQ,"IT SECTOR SHOWS SIGNS OF AN UPTREND, TCS HAS GIVEN BREAKOUT FROM ITS PREVIOUS SWING HIGH RESISTANCE AND AN ASCENDING TRIANGLE PATTERN"
32,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,25.25,25.1,"1,759.60",26-Nov-25,"1,731.40",04-Dec-25,-28.2,-1.6,0,INE211B01039-NSE-EQ,THE STOCK IS TRADING IN A RISING CHANNEL AND IS FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE. STOCK IS RESUMING ITS LONG TERM UPTREND AFTER ONE YEAR OF CONSOLIDATION PHASE.
28,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,20,24.81,417.55,17-Nov-25,389.35,04-Dec-25,-28.2,-6.75,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
29,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,14,20,417.55,17-Nov-25,388.35,04-Dec-25,-29.2,-6.99,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
30,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,0,14,417.55,17-Nov-25,387.9,04-Dec-25,-29.65,-7.1,0,INE376G01013-NSE-EQ,Stock breaches its 20 DEMA support and selling seen with high volumes.
24,TCS,TATA CONSULTANCY SERV LT-TCS EQ,IT - Software,25,0,"3,210.00",03-Dec-25,0,03-Dec-25,0,0,0,INE467B01029-NSE-EQ,"IT sector shows signs of an uptrend, TCS has given breakout from its previous swing high resistance and an Ascending Triangle pattern"
22,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,25.03,25.5,"1,759.60",26-Nov-25,"1,719.50",03-Dec-25,-40.1,-2.28,0,INE211B01039-NSE-EQ,THE STOCK IS TRADING IN A RISING CHANNEL AND IS FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE. STOCK IS RESUMING ITS LONG TERM UPTREND AFTER ONE YEAR OF CONSOLIDATION PHASE.
23,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,25.1,25.03,"1,759.60",26-Nov-25,"1,721.80",03-Dec-25,-37.8,-2.15,0,INE211B01039-NSE-EQ,THE STOCK IS TRADING IN A RISING CHANNEL AND IS FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE. STOCK IS RESUMING ITS LONG TERM UPTREND AFTER ONE YEAR OF CONSOLIDATION PHASE.
21,CDSL,CENTRAL DEPO SER (I) LTD-CDSL EQ,FINANCIAL SERVICES,0,24.85,"1,649.40",20-Nov-25,"1,565.90",03-Dec-25,-83.5,-5.06,0,INE736A01011-NSE-EQ,StopLoss Triggered as stock breaksits previous swing low support
19,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,24.43,24.13,417.55,17-Nov-25,404,03-Dec-25,-13.55,-3.25,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
20,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,24.81,24.43,417.55,17-Nov-25,408,03-Dec-25,-9.55,-2.29,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
6,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,25.5,25.35,"1,759.60",26-Nov-25,"1,729.90",01-Dec-25,-29.7,-1.69,0,INE211B01039-NSE-EQ,THE STOCK IS TRADING IN A RISING CHANNEL AND IS FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE. STOCK IS RESUMING ITS LONG TERM UPTREND AFTER ONE YEAR OF CONSOLIDATION PHASE.
5,CDSL,CENTRAL DEPO SER (I) LTD-CDSL EQ,FINANCIAL SERVICES,24.85,24.07,"1,649.40",20-Nov-25,"1,604.50",01-Dec-25,-44.9,-2.72,0,INE736A01011-NSE-EQ,"CAPITAL MARKET THEME IN MOMENTUM, STOCK IS ON THE VERGE OF BREAKOUT FROM ITS CONSOLIDATION PHASE."
4,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,24.13,24.28,417.55,17-Nov-25,394.5,01-Dec-25,-23.05,-5.52,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
394,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,25.35,25.39,"1,759.60",26-Nov-25,"1,736.80",28-Nov-25,-22.8,-1.3,0,INE211B01039-NSE-EQ,THE STOCK IS TRADING IN A RISING CHANNEL AND IS FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE. STOCK IS RESUMING ITS LONG TERM UPTREND AFTER ONE YEAR OF CONSOLIDATION PHASE.
393,CDSL,CENTRAL DEPO SER (I) LTD-CDSL EQ,FINANCIAL SERVICES,24.07,25.01,"1,649.40",20-Nov-25,"1,617.20",28-Nov-25,-32.2,-1.95,0,INE736A01011-NSE-EQ,"CAPITAL MARKET THEME IN MOMENTUM, STOCK IS ON THE VERGE OF BREAKOUT FROM ITS CONSOLIDATION PHASE."
385,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,25.4,25.66,"1,759.60",26-Nov-25,"1,741.80",27-Nov-25,-17.8,-1.01,0,INE211B01039-NSE-EQ,THE STOCK IS TRADING IN A RISING CHANNEL AND IS FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE. STOCK IS RESUMING ITS LONG TERM UPTREND AFTER ONE YEAR OF CONSOLIDATION PHASE.
386,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,25.39,25.4,"1,759.60",26-Nov-25,"1,741.00",27-Nov-25,-18.6,-1.06,0,INE211B01039-NSE-EQ,THE STOCK IS TRADING IN A RISING CHANNEL AND IS FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE. STOCK IS RESUMING ITS LONG TERM UPTREND AFTER ONE YEAR OF CONSOLIDATION PHASE.
382,CDSL,CENTRAL DEPO SER (I) LTD-CDSL EQ,FINANCIAL SERVICES,24.95,25.05,"1,649.40",20-Nov-25,"1,622.80",27-Nov-25,-26.6,-1.61,0,INE736A01011-NSE-EQ,"CAPITAL MARKET THEME IN MOMENTUM, STOCK IS ON THE VERGE OF BREAKOUT FROM ITS CONSOLIDATION PHASE."
383,CDSL,CENTRAL DEPO SER (I) LTD-CDSL EQ,FINANCIAL SERVICES,25.01,24.95,"1,649.40",20-Nov-25,"1,624.60",27-Nov-25,-24.8,-1.5,0,INE736A01011-NSE-EQ,"CAPITAL MARKET THEME IN MOMENTUM, STOCK IS ON THE VERGE OF BREAKOUT FROM ITS CONSOLIDATION PHASE."
380,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,24.28,24.35,417.55,17-Nov-25,399.65,27-Nov-25,-17.9,-4.29,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
381,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,24.35,24.33,417.55,17-Nov-25,401.5,27-Nov-25,-16.05,-3.84,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
384,IDFCFIRSTB,IDFC FIRST BANK LIMITED-IDFCFIRSTB EQ,BANKS,0,24.96,81.88,31-Oct-25,80.65,27-Nov-25,-1.23,-1.5,0,INE092T01019-NSE-EQ,STOCK HAS GIVEN A BREAKOUT ON THE WEEKLY CHART AND HAS BEEN FORMING HIGHER TOP HIGHER BOTTOM STRUCTURE
365,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,Realty,25.56,0,"1,759.50",26-Nov-25,0,26-Nov-25,0,0,0,INE211B01039-NSE-EQ,The stock is trading in a rising channel and is forming a Higher Top Higher Bottom structure. Stock is resuming its long term uptrend after one year of consolidation phase.
366,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,25.66,25.56,"1,759.60",26-Nov-25,"1,751.70",26-Nov-25,-7.9,-0.45,0,INE211B01039-NSE-EQ,THE STOCK IS TRADING IN A RISING CHANNEL AND IS FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE. STOCK IS RESUMING ITS LONG TERM UPTREND AFTER ONE YEAR OF CONSOLIDATION PHASE.
360,CDSL,CENTRAL DEPO SER (I) LTD-CDSL EQ,FINANCIAL SERVICES,25.05,25.08,"1,649.40",20-Nov-25,"1,619.90",26-Nov-25,-29.5,-1.79,0,INE736A01011-NSE-EQ,"CAPITAL MARKET THEME IN MOMENTUM, STOCK IS ON THE VERGE OF BREAKOUT FROM ITS CONSOLIDATION PHASE."
361,CDSL,CENTRAL DEPO SER (I) LTD-CDSL EQ,FINANCIAL SERVICES,25.08,24.76,"1,649.40",20-Nov-25,"1,619.50",26-Nov-25,-29.9,-1.81,0,INE736A01011-NSE-EQ,"CAPITAL MARKET THEME IN MOMENTUM, STOCK IS ON THE VERGE OF BREAKOUT FROM ITS CONSOLIDATION PHASE."
359,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,24.33,24.3,417.55,17-Nov-25,398.45,26-Nov-25,-19.1,-4.57,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
364,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,0,25.91,111.26,06-Nov-25,111.55,26-Nov-25,0.29,0.26,0,INF0R8F01034-NSE-EQ,ADDITIONAL FUNDS PARKED IN LIQUID BEES UNTIL ANY GOOD OPPORTUNITY SEEN
362,IDFCFIRSTB,IDFC FIRST BANK LIMITED-IDFCFIRSTB EQ,BANKS,25.06,25.03,81.88,31-Oct-25,80.63,26-Nov-25,-1.25,-1.53,0,INE092T01019-NSE-EQ,STOCK HAS GIVEN A BREAKOUT ON THE WEEKLY CHART AND HAS BEEN FORMING HIGHER TOP HIGHER BOTTOM STRUCTURE
363,IDFCFIRSTB,IDFC FIRST BANK LIMITED-IDFCFIRSTB EQ,BANKS,24.96,25.06,81.88,31-Oct-25,80.37,26-Nov-25,-1.51,-1.84,0,INE092T01019-NSE-EQ,STOCK HAS GIVEN A BREAKOUT ON THE WEEKLY CHART AND HAS BEEN FORMING HIGHER TOP HIGHER BOTTOM STRUCTURE
350,CDSL,CENTRAL DEPO SER (I) LTD-CDSL EQ,FINANCIAL SERVICES,24.76,24.95,"1,649.40",20-Nov-25,"1,574.10",25-Nov-25,-75.3,-4.57,0,INE736A01011-NSE-EQ,"CAPITAL MARKET THEME IN MOMENTUM, STOCK IS ON THE VERGE OF BREAKOUT FROM ITS CONSOLIDATION PHASE."
349,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,24.3,24.52,417.55,17-Nov-25,393.25,25-Nov-25,-24.3,-5.82,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
352,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,25.91,25.92,111.26,06-Nov-25,111.54,25-Nov-25,0.28,0.25,0,INF0R8F01034-NSE-EQ,ADDITIONAL FUNDS PARKED IN LIQUID BEES UNTIL ANY GOOD OPPORTUNITY SEEN
351,IDFCFIRSTB,IDFC FIRST BANK LIMITED-IDFCFIRSTB EQ,BANKS,25.03,24.61,81.88,31-Oct-25,79.35,25-Nov-25,-2.53,-3.09,0,INE092T01019-NSE-EQ,STOCK HAS GIVEN A BREAKOUT ON THE WEEKLY CHART AND HAS BEEN FORMING HIGHER TOP HIGHER BOTTOM STRUCTURE
335,CDSL,CENTRAL DEPO SER (I) LTD-CDSL EQ,FINANCIAL SERVICES,24.95,25.16,"1,649.40",20-Nov-25,"1,587.60",24-Nov-25,-61.8,-3.75,0,INE736A01011-NSE-EQ,"CAPITAL MARKET THEME IN MOMENTUM, STOCK IS ON THE VERGE OF BREAKOUT FROM ITS CONSOLIDATION PHASE."
334,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,24.52,24.51,417.55,17-Nov-25,395.25,24-Nov-25,-22.3,-5.34,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
337,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,25.92,25.76,111.26,06-Nov-25,111.51,24-Nov-25,0.25,0.22,0,INF0R8F01034-NSE-EQ,ADDITIONAL FUNDS PARKED IN LIQUID BEES UNTIL ANY GOOD OPPORTUNITY SEEN
336,IDFCFIRSTB,IDFC FIRST BANK LIMITED-IDFCFIRSTB EQ,BANKS,24.61,24.57,81.88,31-Oct-25,77.97,24-Nov-25,-3.91,-4.78,0,INE092T01019-NSE-EQ,STOCK HAS GIVEN A BREAKOUT ON THE WEEKLY CHART AND HAS BEEN FORMING HIGHER TOP HIGHER BOTTOM STRUCTURE
282,CDSL,CENTRAL DEPO SER (I) LTD-CDSL EQ,FINANCIAL SERVICES,25.16,25.5,"1,649.40",20-Nov-25,"1,610.20",21-Nov-25,-39.2,-2.38,0,INE736A01011-NSE-EQ,"CAPITAL MARKET THEME IN MOMENTUM, STOCK IS ON THE VERGE OF BREAKOUT FROM ITS CONSOLIDATION PHASE."
281,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,24.51,24.24,417.55,17-Nov-25,396.85,21-Nov-25,-20.7,-4.96,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
284,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,25.76,25.62,111.26,06-Nov-25,111.49,21-Nov-25,0.23,0.21,0,INF0R8F01034-NSE-EQ,ADDITIONAL FUNDS PARKED IN LIQUID BEES UNTIL ANY GOOD OPPORTUNITY SEEN
283,IDFCFIRSTB,IDFC FIRST BANK LIMITED-IDFCFIRSTB EQ,BANKS,24.57,24.64,81.88,31-Oct-25,78.33,21-Nov-25,-3.55,-4.34,0,INE092T01019-NSE-EQ,STOCK HAS GIVEN A BREAKOUT ON THE WEEKLY CHART AND HAS BEEN FORMING HIGHER TOP HIGHER BOTTOM STRUCTURE
271,CDSL,CENTRAL DEPO SER (I) LTD-CDSL EQ,FINANCIAL SERVICES,25.5,25.57,"1,649.40",20-Nov-25,"1,640.10",20-Nov-25,-9.3,-0.56,0,INE736A01011-NSE-EQ,"CAPITAL MARKET THEME IN MOMENTUM, STOCK IS ON THE VERGE OF BREAKOUT FROM ITS CONSOLIDATION PHASE."
272,CDSL,CENTRAL DEPO SER (I) LTD-CDSL EQ,Financial Services,25.57,0,"1,649.00",20-Nov-25,0,20-Nov-25,0,0,0,INE736A01011-NSE-EQ,"Capital market Theme in momentum, stock is on the verge of breakout from its consolidation phase."
269,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,24.18,24.85,417.55,17-Nov-25,395.1,20-Nov-25,-22.45,-5.38,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
270,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,24.24,24.18,417.55,17-Nov-25,395.15,20-Nov-25,-22.4,-5.36,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
275,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,25.62,25.56,111.26,06-Nov-25,111.46,20-Nov-25,0.2,0.18,0,INF0R8F01034-NSE-EQ,ADDITIONAL FUNDS PARKED IN LIQUID BEES UNTIL ANY GOOD OPPORTUNITY SEEN
276,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,25.56,50.61,111.26,06-Nov-25,111.47,20-Nov-25,0.21,0.19,0,INF0R8F01034-NSE-EQ,ADDITIONAL FUNDS PARKED IN LIQUID BEES UNTIL ANY GOOD OPPORTUNITY SEEN
273,IDFCFIRSTB,IDFC FIRST BANK LIMITED-IDFCFIRSTB EQ,BANKS,24.69,24.54,81.88,31-Oct-25,79.26,20-Nov-25,-2.62,-3.2,0,INE092T01019-NSE-EQ,STOCK HAS GIVEN A BREAKOUT ON THE WEEKLY CHART AND HAS BEEN FORMING HIGHER TOP HIGHER BOTTOM STRUCTURE
274,IDFCFIRSTB,IDFC FIRST BANK LIMITED-IDFCFIRSTB EQ,BANKS,24.64,24.69,81.88,31-Oct-25,78.93,20-Nov-25,-2.95,-3.6,0,INE092T01019-NSE-EQ,STOCK HAS GIVEN A BREAKOUT ON THE WEEKLY CHART AND HAS BEEN FORMING HIGHER TOP HIGHER BOTTOM STRUCTURE
251,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,24.85,25.26,417.55,17-Nov-25,410.1,19-Nov-25,-7.45,-1.78,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
253,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,50.61,50.02,111.26,06-Nov-25,111.44,19-Nov-25,0.18,0.16,0,INF0R8F01034-NSE-EQ,ADDITIONAL FUNDS PARKED IN LIQUID BEES UNTIL ANY GOOD OPPORTUNITY SEEN
252,IDFCFIRSTB,IDFC FIRST BANK LIMITED-IDFCFIRSTB EQ,BANKS,24.54,24.72,81.88,31-Oct-25,79.61,19-Nov-25,-2.27,-2.77,0,INE092T01019-NSE-EQ,STOCK HAS GIVEN A BREAKOUT ON THE WEEKLY CHART AND HAS BEEN FORMING HIGHER TOP HIGHER BOTTOM STRUCTURE
240,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,25.26,25.3,417.55,17-Nov-25,420.55,18-Nov-25,3,0.72,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
243,SAIL,STEEL AUTHORITY OF INDIA-SAIL EQ,STEEL,0,24.73,143.43,10-Nov-25,137.28,18-Nov-25,-6.15,-4.29,0,INE114A01011-NSE-EQ,HIGHER TOP HIGHER BOTTOM STRUCTURE HINTS AT AN UPTREND. STOCK HAS SEEN RISING VOLUMES HINTING AT ACCUMULATION
242,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,50.02,25.14,111.26,06-Nov-25,111.43,18-Nov-25,0.17,0.15,0,INF0R8F01034-NSE-EQ,ADDITIONAL FUNDS PARKED IN LIQUID BEES UNTIL ANY GOOD OPPORTUNITY SEEN
241,IDFCFIRSTB,IDFC FIRST BANK LIMITED-IDFCFIRSTB EQ,BANKS,24.72,24.83,81.88,31-Oct-25,80.74,18-Nov-25,-1.14,-1.39,0,INE092T01019-NSE-EQ,#NAME?
222,BIOCON,BIOCON LIMITED.-BIOCON EQ,Pharmaceuticals,25,0,418.4,17-Nov-25,0,17-Nov-25,0,0,0,INE376G01013-NSE-EQ,4 Week Focus Idea  BUY BIOCON  CMP 415 SL 390 TGT 464 -  Breakout with high volumes on daily and weekly charts
223,BIOCON,BIOCON LIMITED.-BIOCON EQ,PHARMACEUTICALS,25.3,25,417.55,17-Nov-25,420.95,17-Nov-25,3.4,0.81,0,INE376G01013-NSE-EQ,4 WEEK FOCUS IDEA  BUY BIOCON  CMP 415 SL 390 TGT 464 -  BREAKOUT WITH HIGH VOLUMES ON DAILY AND WEEKLY CHARTS
226,SAIL,STEEL AUTHORITY OF INDIA-SAIL EQ,STEEL,24.73,25,143.43,10-Nov-25,141.33,17-Nov-25,-2.1,-1.46,0,INE114A01011-NSE-EQ,HIGHER TOP HIGHER BOTTOM STRUCTURE HINTS AT AN UPTREND. STOCK HAS SEEN RISING VOLUMES HINTING AT ACCUMULATION
225,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,25.14,25,111.26,06-Nov-25,111.41,17-Nov-25,0.15,0.13,0,INF0R8F01034-NSE-EQ,ADDITIONAL FUNDS PARKED IN LIQUID BEES UNTIL ANY GOOD OPPORTUNITY SEEN
224,IDFCFIRSTB,IDFC FIRST BANK LIMITED-IDFCFIRSTB EQ,BANKS,24.83,25,81.88,31-Oct-25,81.01,17-Nov-25,-0.87,-1.06,0,INE092T01019-NSE-EQ,#NAME?
148,ASHOKLEY,ASHOK LEYLAND LTD-ASHOKLEY EQ,AUTOMOBILE,0,25,139.79,27-Oct-25,144.64,12-Nov-25,4.85,3.47,0,INE208A01029-NSE-EQ,THE STOCK HAS BEEN FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE SINCE LAST 6 MONTHS INDICATING AN UPTREND.
125,SAIL,STEEL AUTHORITY OF INDIA-SAIL EQ,Steel,25,0,143.39,10-Nov-25,0,10-Nov-25,0,0,0,INE114A01011-NSE-EQ,Higher Top Higher Bottom structure hints at an uptrend. Stock has seen rising volumes hinting at accumulation
124,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,25,50,111.26,06-Nov-25,111.32,10-Nov-25,0.06,0.05,0,INF0R8F01034-NSE-EQ,ADDITIONAL FUNDS PARKED IN LIQUID BEES UNTIL ANY GOOD OPPORTUNITY SEEN
76,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,50,0,111.25,06-Nov-25,0,06-Nov-25,0,0,0,INF0R8F01034-NSE-EQ,Additional Funds parked in liquid bees until any good opportunity seen
75,DELHIVERY,DELHIVERY LIMITED-DELHIVERY EQ,LOGISTICS,0,25,475.3,04-Nov-25,449.4,06-Nov-25,-25.9,-5.45,0,INE148O01028-NSE-EQ,"Stock corrects post announcements of its quarterly results, breaks its support of 50 DEMA."
51,DELHIVERY,DELHIVERY LIMITED-DELHIVERY EQ,Logistics,25,0,475.3,04-Nov-25,0,04-Nov-25,0,0,0,INE148O01028-NSE-EQ,4 Week Focus Idea  BUY DELHIVERY  CMP 488.50 SL 458 TGT 550 - The stock has given a breakout from its three-months consolidation phase with high volumes and has resumed its uptrend.
420,IDFCFIRSTB,IDFC FIRST BANK LIMITED-IDFCFIRSTB EQ,Banks,25,0,81.93,31-Oct-25,0,31-Oct-25,0,0,0,INE092T01019-NSE-EQ,#NAME?
413,DELHIVERY,DELHIVERY LIMITED-DELHIVERY EQ,LOGISTICS,0,25,477.6,30-Oct-25,473.7,30-Oct-25,-3.9,-0.82,0,INE148O01028-NSE-EQ,Initiation level not triggered
414,DELHIVERY,DELHIVERY LIMITED-DELHIVERY EQ,Logistics,25,0,0,30-Oct-25,0,30-Oct-25,0,0,0,INE148O01028-NSE-EQ,"Stock is forming Higher Top Higher Bottom structure and is on verge of breakout above its previous swing high. The RSI oscillator is hinting at a positive momentum and hence, we expect the stock to rally higher in the short term."
404,HAL,HINDUSTAN AERONAUTICS LTD-HAL EQ,AEROSPACE &amp; DEFENCE,0,25,"4,967.30",17-Oct-25,"4,686.90",29-Oct-25,-280.4,-5.64,0,INE066F01020-NSE-EQ,Exit HAL as price breaks consolidation support
405,SBILIFE,SBI LIFE INSURANCE CO LTD-SBILIFE EQ,INSURANCE,0,25,"1,840.20",17-Oct-25,"1,955.60",29-Oct-25,115.4,6.27,0,INE123W01016-NSE-EQ,Book Profits in SBI Life
387,ASHOKLEY,ASHOK LEYLAND LTD-ASHOKLEY EQ,Automobile,25,0,140.25,27-Oct-25,0,27-Oct-25,0,0,0,INE208A01029-NSE-EQ,The stock has been forming a Higher Top Higher Bottom structure since last 6 months indicating an uptrend.
339,SCI,SHIPPING CORP OF INDIA LT-SCI EQ,SHIPPING,0,25,243.45,23-Oct-25,258.54,24-Oct-25,15.09,6.2,0,INE109A01011-NSE-EQ,"Booked Profits in SCI at CMP 258, Stock up 6 % from recommended price"
338,PNB,PUNJAB NATIONAL BANK-PNB EQ,BANKS,0,25,116.22,17-Oct-25,117.93,24-Oct-25,1.71,1.47,0,INE160A01022-NSE-EQ,Exit with Gains of 2 percent as the PSU banking index is in overbought zone and showing signs of a pullback move
319,SCI,SHIPPING CORP OF INDIA LT-SCI EQ,Shipping,25,0,0,23-Oct-25,0,23-Oct-25,0,0,0,INE109A01011-NSE-EQ,Stock has given breakout from its previous swing high with high volumes.
227,HAL,HINDUSTAN AERONAUTICS LTD-HAL EQ,AEROSPACE &amp; DEFENCE,25,0,"4,967.30",17-Oct-25,0,17-Oct-25,0,0,0,INE066F01020-NSE-EQ,BULLISH FLAG PATTERN BREAKOUT HINTS AT CONTINUATION OF UPTREND
228,PNB,PUNJAB NATIONAL BANK-PNB EQ,Banks,25,0,116,17-Oct-25,0,17-Oct-25,0,0,0,INE160A01022-NSE-EQ,PSU Banking Index is in an uptrend and is outperforming the broader markets. Stock has given a breakout from a Cup and Handle pattern on the weekly charts which hints at start of an uptrend
229,SBILIFE,SBI LIFE INSURANCE CO LTD-SBILIFE EQ,Insurance,25,0,"1,840.90",17-Oct-25,0,17-Oct-25,0,0,0,INE123W01016-NSE-EQ,Stock is in  Wave 4 as per Elliott Wave Analysis. Prices have formed a strong support base around Rs. 1760 and is expected to start wave 5 upmove soon
